Node Number	X Location (m)	Y Location (m)	Z Location (m)	Vector Deformation ()
549	1,3705	1,404	1,8364	5,196e-002	2,4625e-005	-6,3802e-002
553	1,3705	1,375	1,8364	5,1959e-002	2,3735e-005	-6,3803e-002
557	1,3705	1,5	1,8364	5,1964e-002	2,7206e-005	-6,3795e-002
561	1,346	1,5	1,8541	5,1578e-002	2,7011e-005	-6,435e-002
565	1,3216	1,5	1,8719	5,119e-002	2,6594e-005	-6,4906e-002
575	1,3216	1,4036	1,8719	5,1186e-002	2,4242e-005	-6,4912e-002
576	1,3216	1,437	1,8719	5,1187e-002	2,5011e-005	-6,491e-002
577	1,3216	1,471	1,8719	5,1188e-002	2,5796e-005	-6,4908e-002
581	1,3216	1,375	1,8719	5,1185e-002	2,346e-005	-6,4913e-002
585	1,346	1,375	1,8542	5,1573e-002	2,3583e-005	-6,4357e-002
595	1,2464	1,4033	1,9225	5,0064e-002	2,2162e-005	-6,6651e-002
596	1,2464	1,4374	1,9225	5,0065e-002	2,2838e-005	-6,665e-002
597	1,2464	1,4721	1,9225	5,0066e-002	2,3541e-005	-6,6648e-002
622	1,2717	1,4719	1,9061	5,0431e-002	2,3739e-005	-6,6062e-002
623	1,2717	1,4378	1,9061	5,043e-002	2,3013e-005	-6,6064e-002
624	1,2717	1,4036	1,9061	5,0429e-002	2,2321e-005	-6,6066e-002
628	1,2717	1,375	1,9061	5,0429e-002	2,168e-005	-6,6067e-002
632	1,2717	1,5	1,9061	5,0432e-002	2,4439e-005	-6,606e-002
636	1,2464	1,5	1,9225	5,0066e-002	2,4177e-005	-6,6646e-002
640	1,2209	1,5	1,9391	4,9696e-002	2,3913e-005	-6,7238e-002
650	1,2209	1,4029	1,9391	4,9693e-002	2,1997e-005	-6,7244e-002
651	1,2209	1,437	1,9391	4,9694e-002	2,2645e-005	-6,7242e-002
652	1,2209	1,4723	1,9391	4,9695e-002	2,332e-005	-6,724e-002
656	1,2209	1,375	1,9391	4,9693e-002	2,1435e-005	-6,7245e-002
660	1,2464	1,375	1,9225	5,0063e-002	2,1567e-005	-6,6652e-002
670	1,1429	1,404	1,9858	4,8644e-002	2,0019e-005	-6,9066e-002
671	1,1429	1,4375	1,9858	4,8644e-002	2,0519e-005	-6,9064e-002
672	1,1429	1,4717	1,9858	4,8645e-002	2,1051e-005	-6,9062e-002
697	1,1691	1,4719	1,9707	4,8985e-002	2,1122e-005	-6,8451e-002
698	1,1691	1,4378	1,9707	4,8984e-002	2,0555e-005	-6,8453e-002
699	1,1691	1,4041	1,9707	4,8983e-002	1,9995e-005	-6,8454e-002
703	1,1691	1,375	1,9707	4,8983e-002	1,9548e-005	-6,8455e-002
707	1,1691	1,5	1,9707	4,8985e-002	2,161e-005	-6,845e-002
711	1,143	1,5	1,9858	4,8646e-002	2,151e-005	-6,9061e-002
715	1,1165	1,5	2,001	4,8303e-002	2,1343e-005	-6,9679e-002
725	1,1165	1,4039	2,001	4,8301e-002	1,9961e-005	-6,9683e-002
726	1,1165	1,4372	2,001	4,8301e-002	2,042e-005	-6,9682e-002
727	1,1165	1,4716	2,001	4,8302e-002	2,091e-005	-6,9681e-002
731	1,1165	1,375	2,001	4,83e-002	1,9583e-005	-6,9684e-002
735	1,1429	1,375	1,9858	4,8643e-002	1,9603e-005	-6,9068e-002
745	1,036	1,4035	2,0436	4,7338e-002	2,0138e-005	-7,1573e-002
746	1,036	1,4372	2,0436	4,7339e-002	2,0547e-005	-7,1572e-002
747	1,036	1,4706	2,0436	4,734e-002	2,096e-005	-7,157e-002
772	1,063	1,4701	2,0299	4,7649e-002	2,096e-005	-7,0937e-002
